stop_id,stop_name                                                       ,stop_lat  ,stop_lon
31765  ,SW Barton St & 35th Ave SW                                      ,47.5211372,-122.377243
31791  ,California Ave SW & SW Barton St                                ,47.5215683,-122.387573
3180   ,E Union St & 16th Ave                                           ,47.6128387,-122.311592
31811  ,SW Alaska St & 44th Ave SW - Bay 2                              ,47.5610695,-122.387642
31818  ,SW Oregon St & California Ave SW                                ,47.5628815,-122.387177
31830  ,California Ave SW & SW Genesee St                               ,47.5649643,-122.386673
31840  ,California Ave SW & SW Dakota St                                ,47.5667877,-122.386673
31850  ,California Ave SW & SW Andover St                               ,47.5685959,-122.386673
31861  ,California Ave SW & SW Charlestown St                           ,47.5704689,-122.386673
31871  ,California Ave SW & SW Spokane St                               ,47.5722923,-122.386673
31890  ,California Ave SW & SW Hanford St                               ,47.5759277,-122.386658
3190   ,E Union St & 18th Ave                                           ,47.6128387,-122.309021
31900  ,California Ave SW & SW Stevens St                               ,47.577301 ,-122.386604
31910  ,California Ave SW & SW Lander St                                ,47.579216 ,-122.386536
31920  ,California Ave SW & SW Admiral Way                              ,47.5808945,-122.386658
31930  ,California Ave SW & SW Lander St                                ,47.5790558,-122.386742
31940  ,California Ave SW & SW Stevens St                               ,47.5770988,-122.386803
31950  ,California Ave SW & SW Hanford St                               ,47.5754395,-122.386864
31970  ,California Ave SW & SW Spokane St                               ,47.5717926,-122.386871
31980  ,California Ave SW & SW Charlestown St                           ,47.5699577,-122.386871
31990  ,California Ave SW & SW Andover St                               ,47.5681458,-122.386871
320    ,2nd Ave & Seneca St                                             ,47.6062126,-122.336205
3200   ,E Union St & 20th Ave                                           ,47.6128387,-122.306412
32000  ,California Ave SW & SW Dakota St                                ,47.5662918,-122.386871
32010  ,California Ave SW & SW Genesee St                               ,47.5644188,-122.386871
32011  ,SW Alaska St & 44th Ave SW - Bay 4                              ,47.5612068,-122.387955
32013  ,44th Ave SW & SW Alaska St - Bay 5                              ,47.5617523,-122.388039
32030  ,California Ave SW & SW Barton St                                ,47.5219383,-122.387367
3210   ,E Union St & 23rd Ave                                           ,47.6128807,-122.301949
32100  ,S Cloverdale St & 5th Ave S                                     ,47.5264091,-122.327835
32120  ,S Cloverdale St & 8th Ave S                                     ,47.5263977,-122.322319
32140  ,S Cloverdale St & 12th Ave S                                    ,47.5263748,-122.317711
32150  ,14th Ave S & S Cloverdale St                                    ,47.5267906,-122.314789
32160  ,16th Ave S & East Marginal Way S                                ,47.5326233,-122.313164
32170  ,East Marginal Way S & 16th Ave S                                ,47.5333214,-122.311729
32180  ,East Marginal Way S & S 81st Pl                                 ,47.5301857,-122.306496
32182  ,East Marginal Way S & S 87th Pl                                 ,47.524292 ,-122.301727
32192  ,East Marginal Way S & S 94th Pl                                 ,47.5188904,-122.298248
3220   ,E Union St & 26th Ave                                           ,47.6128616,-122.298477
32200  ,East Marginal Way S & S 96th Pl                                 ,47.5166435,-122.296745
32210  ,East Marginal Way S & S Norfolk St                              ,47.5121613,-122.293861
32215  ,Tukwila Intl Blvd & S Boeing Acs                                ,47.5055542,-122.291946
32225  ,S 112th St & Tukwila Intl Blvd                                  ,47.5029259,-122.292564
32232  ,East Marginal Way S & S 116th St                                ,47.4995651,-122.288002
3230   ,E Union St & Martin L King Jr Way                               ,47.6128845,-122.295654
32364  ,SW Alaska St & Fauntleroy Way SW                                ,47.5611534,-122.380508
32371  ,California Ave SW & SW College St                               ,47.5827751,-122.386589
32385  ,SW Alaska St & 45th Ave SW                                      ,47.5612068,-122.389389
32386  ,SW Alaska St & 48th Ave SW                                      ,47.5612259,-122.393433
32387  ,49th Ave SW & SW Edmunds St                                     ,47.5596428,-122.395004
32388  ,49th Ave SW & SW Hudson St                                      ,47.5576706,-122.395042
32389  ,49th Ave SW & SW Dawson St                                      ,47.5557213,-122.395088
32390  ,SW Brandon St & 48th Ave SW                                     ,47.5538902,-122.39399
32391  ,48th Ave SW & SW Findlay St                                     ,47.5518875,-122.393814
32392  ,48th Ave SW & SW Juneau St                                      ,47.5503349,-122.393867
32393  ,48th Ave SW & SW Raymond St                                     ,47.5486412,-122.393921
32394  ,48th Ave SW & SW Graham St                                      ,47.5468292,-122.393974
32395  ,48th Ave SW & SW Eddy St                                        ,47.5456772,-122.394455
32396  ,48th Ave SW & SW Holly St                                       ,47.5431862,-122.39444
32397  ,48th Ave SW & Holly Ct SW                                       ,47.5419426,-122.395348
32398  ,48th Ave SW & Beach Dr SW                                       ,47.5410271,-122.396202
32399  ,Beach Dr SW & Beach Dr SW                                       ,47.5430031,-122.396355
3240   ,E Union St & 30th Ave                                           ,47.6128731,-122.293755
32400  ,Beach Dr SW & Atlas Pl SW                                       ,47.5458374,-122.398293
32401  ,Beach Dr SW & Atlas Pl SW                                       ,47.5467758,-122.398476
32402  ,Beach Dr SW & Atlas Pl SW                                       ,47.5475502,-122.398033
32403  ,Beach Dr SW & Atlas Pl SW                                       ,47.5502548,-122.397629
32404  ,Beach Dr SW & SW Shore Pl                                       ,47.552021 ,-122.397911
32405  ,Beach Dr SW & SW Shore Pl                                       ,47.5541458,-122.399239
32407  ,Beach Dr SW & SW Beach Drive Ter                                ,47.5567055,-122.400414
32408  ,Beach Dr SW & SW Beach Drive Ter                                ,47.5578995,-122.401329
32410  ,Beach Dr SW & SW Jacobsen Rd                                    ,47.5610924,-122.403938
32411  ,Beach Dr SW & SW Snoqualmie St                                  ,47.5622559,-122.405319
32412  ,Beach Dr SW & SW Genesee St                                     ,47.5646286,-122.406807
32413  ,Beach Dr SW & SW Douglas Pl                                     ,47.565815 ,-122.407967
32414  ,Beach Dr SW & SW Carroll St                                     ,47.5674591,-122.409401
32416  ,Beach Dr SW & SW Charlestown St                                 ,47.5701408,-122.409973
32417  ,Beach Dr SW & 61st Ave SW                                       ,47.5713615,-122.411163
32418  ,Beach Dr SW & 63rd Ave SW                                       ,47.5724716,-122.413116
32419  ,63rd Ave SW & SW Hinds St                                       ,47.5743942,-122.413292
32420  ,Alki Ave SW & 59th Ave SW                                       ,47.5801201,-122.407677
32421  ,Alki Ave SW & 57th Ave SW                                       ,47.5813065,-122.404945
32423  ,Alki Ave SW & 53rd Ave SW                                       ,47.5836754,-122.400742
32425  ,Alki Ave SW & Bonair Dr SW                                      ,47.5860672,-122.39798
32426  ,Alki Ave SW & 1700 Block                                        ,47.5880432,-122.395714
32427  ,Alki Ave SW & 1600 Block                                        ,47.5893135,-122.394211
32428  ,Alki Ave SW & 1400 Block                                        ,47.5910568,-122.392349
32429  ,Alki Ave SW & 1300 Block                                        ,47.5924225,-122.39122
32430  ,Alki Ave SW & 1200 Block                                        ,47.5941238,-122.389153
32431  ,Alki Ave SW & 1000 Block                                        ,47.5949554,-122.387352
32432  ,Alki Ave SW & Harbor Ave SW                                     ,47.595089 ,-122.385765
32433  ,Harbor Ave SW & SW Maryland Pl                                  ,47.593174 ,-122.383408
32435  ,Harbor Ave SW & California Way SW                               ,47.5884666,-122.380302
32436  ,Harbor Ave SW & Fairmount Ave SW                                ,47.5871086,-122.37838
32438  ,Harbor Ave SW & 2100 Block                                      ,47.5852661,-122.37603
32439  ,Harbor Ave SW & Fauntleroy Ave SW                               ,47.5824356,-122.373581
32440  ,Harbor Ave SW & SW Florida St                                   ,47.5814133,-122.373024
32441  ,Harbor Ave SW & SW Harbor Ln                                    ,47.5758858,-122.371353
32442  ,Harbor Ave SW & SW Spokane St                                   ,47.5719948,-122.370827
32443  ,Harbor Ave SW & SW Harbor Ln                                    ,47.577446 ,-122.371902
3250   ,E Union St & 32nd Ave                                           ,47.6128464,-122.291183
32601  ,Harbor Ave SW & 30th Ave SW                                     ,47.5720139,-122.370636
32610  ,Harbor Ave SW & SW Harbor Ln                                    ,47.5767555,-122.371346
32620  ,Harbor Ave SW & SW Florida St                                   ,47.5821533,-122.373131
32630  ,Harbor Ave SW & Fauntleroy Ave SW                               ,47.5829086,-122.373764
32640  ,Harbor Ave SW & 2100 Block                                      ,47.5844727,-122.375114
32660  ,Harbor Ave SW & Fairmount Ave SW                                ,47.5874596,-122.378593
32670  ,Harbor Ave SW & California Way SW                               ,47.5888634,-122.380562
32680  ,Harbor Ave SW & 1400 Block                                      ,47.5911865,-122.382271
32690  ,Harbor Ave SW & SW Maryland Pl                                  ,47.5936317,-122.383408
32700  ,Alki Ave SW & Harbor Ave SW                                     ,47.5952148,-122.385712
3271   ,34th Ave & E Olive St                                           ,47.6166916,-122.289108
32710  ,Alki Ave SW & 1000 Block                                        ,47.5950089,-122.387665
32720  ,Alki Ave SW & 1200 Block                                        ,47.5939713,-122.389809
32730  ,Alki Ave SW & 1300 Block                                        ,47.5920486,-122.391762
32740  ,Alki Ave SW & 1400 Block                                        ,47.590683 ,-122.392929
32750  ,Alki Ave SW & 1600 Block                                        ,47.5888329,-122.395042
32760  ,Alki Ave SW & 1700 Block                                        ,47.5879974,-122.396011
32771  ,Alki Ave SW & Bonair Dr SW                                      ,47.5858078,-122.398537
32790  ,Alki Ave SW & 53rd Ave SW                                       ,47.5834579,-122.40126
3280   ,34th Ave & E Howell St                                          ,47.6175575,-122.289078
32815  ,Alki Ave SW & 57th Ave SW                                       ,47.5812035,-122.405563
32830  ,Alki Ave SW & 59th Ave SW                                       ,47.5800362,-122.408241
32840  ,Alki Ave SW & 61st Ave SW                                       ,47.5792313,-122.410545
32850  ,63rd Ave SW & Alki Ave SW                                       ,47.5780869,-122.413391
32860  ,63rd Ave SW & SW Admiral Way                                    ,47.5756989,-122.41346
32870  ,63rd Ave SW & SW Hinds St                                       ,47.5741653,-122.413513
32880  ,63rd Ave SW & Beach Dr SW                                       ,47.5728607,-122.413536
32890  ,Beach Dr SW & 61st Ave SW                                       ,47.5711327,-122.411095
32900  ,Beach Dr SW & SW Charlestown St                                 ,47.5699425,-122.410057
32920  ,Beach Dr SW & SW Carroll St                                     ,47.5674973,-122.409622
3293   ,34th Ave & E Pike St                                            ,47.6144218,-122.289162
32930  ,Beach Dr SW & SW Douglas Pl                                     ,47.5657692,-122.408173
32940  ,Beach Dr SW & SW Genesee St                                     ,47.5647583,-122.407066
32950  ,Beach Dr SW & SW Snoqualmie St                                  ,47.5623474,-122.405716
32960  ,Beach Dr SW & SW Jacobsen Rd                                    ,47.5610733,-122.404167
32980  ,Beach Dr SW & SW Beach Drive Ter                                ,47.5576744,-122.401398
32990  ,Beach Dr SW & SW Beach Drive Ter                                ,47.5569725,-122.400848
3300   ,Madrona Dr & 38th Ave                                           ,47.6181488,-122.285156
33010  ,Beach Dr SW & SW Shore Pl                                       ,47.5540504,-122.399399
33020  ,Beach Dr SW & SW Shore Pl                                       ,47.5521278,-122.398117
33030  ,Beach Dr SW & Atlas Pl SW                                       ,47.5502205,-122.397827
33040  ,Beach Dr SW & Atlas Pl SW                                       ,47.5477142,-122.398155
33050  ,Beach Dr SW & Atlas Pl SW                                       ,47.5468292,-122.398651
33060  ,Beach Dr SW & Atlas Pl SW                                       ,47.5456123,-122.398376
33070  ,Beach Dr SW & 48th Ave SW                                       ,47.5432129,-122.396599
33080  ,Beach Dr SW & 48th Ave SW                                       ,47.5408096,-122.396561
33090  ,48th Ave SW & Holly Ct SW                                       ,47.5419769,-122.395096
3310   ,Madrona Dr & E Olive St                                         ,47.6165276,-122.284706
33100  ,48th Ave SW & SW Holly St                                       ,47.5430984,-122.394279
33110  ,48th Ave SW & SW Eddy St                                        ,47.54599  ,-122.39418
33120  ,48th Ave SW & SW Graham St                                      ,47.5469437,-122.393776
33130  ,48th Ave SW & SW Raymond St                                     ,47.5485115,-122.393715
33140  ,48th Ave SW & SW Juneau St                                      ,47.5502205,-122.393677
33150  ,48th Ave SW & SW Findlay St                                     ,47.5521507,-122.393608
33160  ,SW Brandon St & 48th Ave SW                                     ,47.5540314,-122.394073
33170  ,49th Ave SW & SW Dawson St                                      ,47.5558434,-122.394882
33180  ,49th Ave SW & SW Hudson St                                      ,47.5574989,-122.394852
33190  ,49th Ave SW & SW Edmunds St                                     ,47.5595856,-122.394814
3320   ,Madrona Dr & E Pine St                                          ,47.6150131,-122.283859
33200  ,SW Alaska St & 48th Ave SW                                      ,47.5610924,-122.393196
33210  ,SW Alaska St & 45th Ave SW                                      ,47.5610733,-122.389214
33220  ,SW Alaska St & Fauntleroy Way SW                                ,47.5610161,-122.380867
33221  ,SW Alaska St & 36th Ave SW                                      ,47.5610008,-122.37709
3330   ,Madrona Dr & Newport Way                                        ,47.6134949,-122.2827
3380   ,Beacon Ave S & S Columbian Way                                  ,47.5592232,-122.304161
340    ,2nd Ave & Marion St                                             ,47.6044655,-122.334625
3400   ,Beacon Ave S & Veterans Administration Hospital                 ,47.5634689,-122.305489
3410   ,Beacon Ave S & Jefferson Golf Course                            ,47.5673218,-122.306671
3420   ,Beacon Ave S & Jefferson Community Center                       ,47.569809 ,-122.307449
3430   ,Beacon Ave S & S Spokane St                                     ,47.5724297,-122.308304
3450   ,Beacon Ave S & S Hanford St                                     ,47.5753593,-122.309204
34544  ,S Henderson St & Rainier Ave S                                  ,47.5233727,-122.269341
3460   ,Beacon Ave S & S Stevens St                                     ,47.5772629,-122.310226
34640  ,Seward Park Ave S & S Othello St                                ,47.5371666,-122.267166
34650  ,Seward Park Ave S & S Myrtle St                                 ,47.5388298,-122.267113
34660  ,Seward Park Ave S & S Willow St                                 ,47.5406952,-122.265884
34680  ,Seward Park Ave S & S Holly St                                  ,47.5423393,-122.264503
34690  ,Seward Park Ave S & Wilson Ave S                                ,47.5449257,-122.263428
3470   ,Beacon Ave S & S Lander St                                      ,47.579319 ,-122.312126
34700  ,Seward Park Ave S & 57th Ave S                                  ,47.5463181,-122.261925
34710  ,Seward Park Ave S & S Hawthorne Rd                              ,47.5477638,-122.260201
34720  ,Seward Park Ave S & Lakeshore Dr S                              ,47.54879  ,-122.259056
34730  ,Seward Park Ave S & S Juneau St                                 ,47.5499268,-122.258904
34740  ,Seward Park Ave S & S Orcas St                                  ,47.5512466,-122.262169
34750  ,Seward Park Ave S & 56th Ave S                                  ,47.5530052,-122.263481
34760  ,S Dawson St & 54th Ave S                                        ,47.5549088,-122.266182
34770  ,S Dawson St & 51st Ave S                                        ,47.5549164,-122.269638
34780  ,50th Ave S & S Hudson St                                        ,47.5572662,-122.270599
34790  ,50th Ave S & S Ferdinand St                                     ,47.5584526,-122.270584
3480   ,Beacon Ave S & 15th Ave S                                       ,47.5805321,-122.313248
34800  ,50th Ave S & S Alaska St                                        ,47.5607986,-122.270615
34810  ,50th Ave S & S Oregon St                                        ,47.5631599,-122.270622
34820  ,S Genesee St & 50th Ave S                                       ,47.5641823,-122.271461
34830  ,S Genesee St & 48th Ave S                                       ,47.5641747,-122.273315
3484   ,Beacon Ave S & 15th Ave S                                       ,47.5809555,-122.313629
34840  ,S Genesee St & 47th Ave S                                       ,47.564167 ,-122.274834
34850  ,S Genesee St & 45th Ave S                                       ,47.5641594,-122.277328
34860  ,S Genesee St & 43rd Ave S                                       ,47.5641518,-122.279846
34870  ,S Genesee St & 41st Ave S                                       ,47.5642166,-122.282059
34880  ,S Genesee St & 39th Ave S                                       ,47.5641975,-122.284172
34881  ,S Genesee St & 37th Ave S                                       ,47.5641823,-122.285774
34910  ,S Genesee St & 36th Ave S                                       ,47.5640335,-122.28717
34920  ,S Genesee St & 38th Ave S                                       ,47.5640526,-122.285027
34930  ,S Genesee St & Cascadia Ave S                                   ,47.5640717,-122.282478
34940  ,S Genesee St & 42nd Ave S                                       ,47.5640106,-122.280434
34950  ,S Genesee St & 45th Ave S                                       ,47.5640259,-122.277199
34960  ,S Genesee St & 46th Ave S                                       ,47.5640297,-122.275436
34970  ,S Genesee St & 48th Ave S                                       ,47.5640411,-122.273277
34980  ,50th Ave S & S Genesee St                                       ,47.5638084,-122.270828
34990  ,50th Ave S & S Snoqualmie St                                    ,47.5618439,-122.270813
3500   ,14th Ave S & S Hill St                                          ,47.5845032,-122.314583
35000  ,50th Ave S & S Alaska St                                        ,47.560379 ,-122.270805
35010  ,50th Ave S & S Angeline St                                      ,47.5592041,-122.270805
35020  ,Wilson Ave S & S Hudson St                                      ,47.5568695,-122.27076
35030  ,Wilson Ave S & S Dawson St                                      ,47.5549774,-122.270012
35040  ,Wilson Ave S & S Brandon St                                     ,47.5531693,-122.268265
35050  ,Wilson Ave S & S Findlay St                                     ,47.5520058,-122.266975
35060  ,S Orcas St & 55th Ave S                                         ,47.5510483,-122.264748
35070  ,Seward Park Ave S & S Orcas St                                  ,47.5508537,-122.2621
35080  ,Seward Park Ave S & S Juneau St                                 ,47.5495605,-122.258942
35090  ,Seward Park Ave S & S Hawthorne Rd                              ,47.5487289,-122.259338
35100  ,Seward Park Ave S & Oakhurst Rd S                               ,47.5464554,-122.262032
35110  ,Seward Park Ave S & S Morgan St                                 ,47.5441055,-122.26429
35120  ,Seward Park Ave S & S Holly St                                  ,47.5422974,-122.264725
35130  ,Seward Park Ave S & S Willow St                                 ,47.5405235,-122.266335
35140  ,Seward Park Ave S & S Myrtle St                                 ,47.5387077,-122.267334
35149  ,Seward Park Ave S & S Othello St                                ,47.5371132,-122.267372
3515   ,14th Ave S & S Holgate St                                       ,47.5866051,-122.314568
35230  ,NE 125th St & Lake City Way NE                                  ,47.7193527,-122.295776
35231  ,NE 125th St & 28th Ave NE                                       ,47.7193642,-122.298256
35233  ,NE 125th St & 25th Ave NE                                       ,47.7193832,-122.302246
35235  ,28th Ave NE & NE 125th St                                       ,47.7198448,-122.297607
35250  ,NE 125th St & 20th Ave NE                                       ,47.7194366,-122.307602
35270  ,NE 125th St & 15th Ave NE                                       ,47.7195053,-122.313126
35290  ,NE 103rd St & 5th Ave NE                                        ,47.7032166,-122.323692
35293  ,Northgate Transit Center - Bay 4                                ,47.7026215,-122.327271
35295  ,Northgate Transit Center - Bay 5                                ,47.7020302,-122.327248
35297  ,Northgate Transit Center - Bay 6                                ,47.7016258,-122.327263
3530   ,S Massachusetts St & 14th Ave S                                 ,47.5885086,-122.315208
35322  ,Northgate Transit Center - Bay 1                                ,47.7028961,-122.327316
35324  ,Northgate Transit Center - Bay 2                                ,47.7024994,-122.327316
35326  ,Northgate Transit Center - Bay 3                                ,47.7019081,-122.327286
35331  ,NE Northgate Way & 23rd Ave NE                                  ,47.708725 ,-122.304955
35332  ,NE Northgate Way & 15th Ave NE                                  ,47.7084579,-122.312149
35333  ,NE Northgate Way & 23rd Ave NE                                  ,47.7089653,-122.303917
35334  ,NE Northgate Way & 19th Ave NE                                  ,47.7084198,-122.307823
35336  ,NE Northgate Way & 19th Ave NE                                  ,47.7085609,-122.308395
35338  ,NE Northgate Way & 15th Ave NE                                  ,47.7086029,-122.313583
35350  ,NE 125th St & Roosevelt Way NE                                  ,47.7194443,-122.317902
35380  ,NE 125th St & 15th Ave NE                                       ,47.7193604,-122.312279
35400  ,NE 125th St & 20th Ave NE                                       ,47.7192955,-122.307014
3541   ,12th Ave S & S Massachusetts St                                 ,47.5887604,-122.317177
35420  ,NE 125th St & 25th Ave NE                                       ,47.7192497,-122.301498
35440  ,NE 125th St & 30th Ave NE                                       ,47.719223 ,-122.297455
3550   ,12th Ave S & S Atlantic St                                      ,47.5902481,-122.317177
35530  ,Loyal Way NW & NW 85th St                                       ,47.6903381,-122.397926
35540  ,NW 85th St & 31st Ave NW                                        ,47.6904984,-122.39653
35550  ,NW 85th St & 29th Ave NW                                        ,47.6905022,-122.394173
35551  ,NW 85th St & 24th Ave NW                                        ,47.690506 ,-122.387764
35570  ,NW 85th St & 22nd Ave NW                                        ,47.6905174,-122.384018
35580  ,NW 85th St & 20th Ave NW                                        ,47.6905251,-122.381874
35600  ,NW 85th St & 15th Ave NW                                        ,47.6905403,-122.376434
35630  ,NW 85th St & 11th Ave NW                                        ,47.6905708,-122.370033
35660  ,NW 85th St & 3rd Ave NW                                         ,47.6905556,-122.360275
35670  ,N 85th St & 1st Ave NW                                          ,47.6905479,-122.357658
35680  ,East Green Lake Dr N & Wallingford Ave N                        ,47.6854782,-122.336563
35690  ,East Green Lake Dr N & Orin Ct N                                ,47.6838112,-122.334541
3570   ,12th Ave S & S Judkins St                                       ,47.5927162,-122.317177
35710  ,East Green Lake Dr N & Sunnyside Ave N                          ,47.6825409,-122.32946
35720  ,East Green Lake Dr N & Latona Ave NE                            ,47.681469 ,-122.327354
35740  ,NE 65th St & 12th Ave NE                                        ,47.6757431,-122.315376
35741  ,15th Ave NE & NE 65th St                                        ,47.6754684,-122.312027
35770  ,15th Ave NE & NE Ravenna Blvd                                   ,47.6704674,-122.312004
35790  ,15th Ave NE & NE 52nd St                                        ,47.6662979,-122.312019
3580   ,S Charles St & Golf Dr S                                        ,47.5941429,-122.316727
35800  ,15th Ave NE & NE 50th St                                        ,47.6645203,-122.312042
35820  ,15th Ave NE & NE 45th St                                        ,47.6613464,-122.312073
35821  ,23rd Ave E & E John St                                          ,47.6199303,-122.30262
35825  ,23rd Ave E & E John St                                          ,47.6206017,-122.302399
35850  ,23rd Ave & E Pine St                                            ,47.6151199,-122.302757
35860  ,23rd Ave & E Union St                                           ,47.6126976,-122.302826
3589   ,12th Ave S & S Weller St                                        ,47.5973778,-122.317123
35890  ,23rd Ave S & S Dearborn St                                      ,47.5953255,-122.30233
35910  ,23rd Ave S & S Judkins St                                       ,47.5916214,-122.302505
35940  ,23rd Ave S & S Massachusetts St                                 ,47.5880508,-122.302696
35960  ,S Alaska St & 35th Ave S                                        ,47.5607986,-122.289055
35979  ,S Alaska St & Martin L King Jr Way S                            ,47.5609131,-122.293983
35990  ,S Columbian Way & S Americus St                                 ,47.5604782,-122.301292
360    ,2nd Ave & Cherry St                                             ,47.6030197,-122.333298
3600   ,S Jackson St & 12th Ave S                                       ,47.5992546,-122.317757
36090  ,21st Ave SW & 22nd Ave SW                                       ,47.5591393,-122.360291
361    ,2nd Ave & James St                                              ,47.602478 ,-122.332809
36100  ,21st Ave SW & SW Dawson St                                      ,47.5574455,-122.360252
36110  ,SW Dawson St & 18th Ave SW                                      ,47.555687 ,-122.35714
36120  ,16th Ave SW & SW Brandon St                                     ,47.5552368,-122.354897
36140  ,16th Ave SW & SW Findlay St                                     ,47.551899 ,-122.354897
36145  ,Ssc North Entrance                                              ,47.5487328,-122.354919
36155  ,Ssc North Entrance                                              ,47.5494728,-122.354607
36170  ,16th Ave SW & SW Holly St                                       ,47.54282  ,-122.355034
36180  ,16th Ave SW & SW Myrtle St                                      ,47.5388336,-122.355103
36190  ,16th Ave SW & SW Webster St                                     ,47.5352592,-122.355125
36210  ,Delridge Way SW & SW Webster St                                 ,47.5352707,-122.361137
36300  ,Delridge Way SW & 21st Ave SW                                   ,47.5346985,-122.360687
36320  ,Sylvan Way SW & Delridge Way SW                                 ,47.5374336,-122.36338
36330  ,Sylvan Way SW & SW Sylvan Heights Dr                            ,47.5405045,-122.369034
36360  ,SW Morgan St & 35th Ave SW                                      ,47.5447617,-122.376846
36370  ,SW Morgan St & 38th Ave SW                                      ,47.5448418,-122.380905
36380  ,SW Morgan St & 40th Ave SW                                      ,47.5448914,-122.383514
36390  ,44th Ave SW & SW Alaska St - Bay 6                              ,47.5613899,-122.388039
36400  ,SW Morgan St & 42nd Ave SW                                      ,47.5447845,-122.385536
36410  ,SW Morgan St & 40th Ave SW                                      ,47.544754 ,-122.38279
36420  ,SW Morgan St & 38th Ave SW                                      ,47.5446892,-122.380196
36430  ,SW Morgan St & 36th Ave SW                                      ,47.5446396,-122.377914
36440  ,SW Morgan St & 35th Ave SW                                      ,47.5446167,-122.376167
36450  ,SW Morgan St & Lanham Pl SW                                     ,47.5445976,-122.372871
36470  ,Sylvan Way SW & SW Holly St                                     ,47.5430641,-122.37085
36472  ,Sylvan Way SW & SW Sylvan Heights Dr                            ,47.5402336,-122.368546
36480  ,SW Orchard St & Delridge Way SW                                 ,47.5372734,-122.363068
36490  ,16th Ave SW & SW Webster St                                     ,47.5357285,-122.354919
36500  ,16th Ave SW & SW Orchard St                                     ,47.5384026,-122.354897
36510  ,16th Ave SW & SW Holly St                                       ,47.543026 ,-122.354813
36520  ,16th Ave SW & SW Morgan St                                      ,47.5449562,-122.354675
36522  ,16th Ave SW & SW Graham St                                      ,47.5465546,-122.35498
36525  ,South Seattle College                                           ,47.5480576,-122.353882
36530  ,16th Ave SW & SW Findlay St                                     ,47.5518761,-122.354691
36540  ,16th Ave SW & SW Brandon St                                     ,47.5539398,-122.354706
36560  ,SW Dawson St & 18th Ave SW                                      ,47.5558243,-122.356987
36580  ,21st Ave SW & 22nd Ave SW                                       ,47.5590477,-122.360085
36680  ,S Columbian Way & Beacon Ave S                                  ,47.5596352,-122.303886
36690  ,S Columbian Way & S Americus St                                 ,47.5605278,-122.300735
36700  ,S Alaska St & S Alaska Pl                                       ,47.5607719,-122.294449
36711  ,S Alaska St & Martin Luther King Junior Way S                   ,47.5607262,-122.292221
36720  ,S Alaska St & 35th Ave S                                        ,47.5606537,-122.289009
36730  ,23rd Ave S & S Plum St                                          ,47.5857391,-122.302834
36750  ,23rd Ave S & S Massachusetts St                                 ,47.588604 ,-122.302483
36752  ,Martin L King Jr Way S & S Walker St                            ,47.5838509,-122.298042
36774  ,23rd Ave S & S Judkins St                                       ,47.5918427,-122.302383
36780  ,23rd Ave S & S Norman St                                        ,47.5935211,-122.302139
36791  ,23rd Ave & E Jefferson St                                       ,47.6063156,-122.302673
36800  ,23rd Ave & E Cherry St                                          ,47.6082458,-122.302673
36830  ,23rd Ave & E Union St                                           ,47.6132812,-122.302605
36845  ,23rd Ave & E Olive St                                           ,47.6167336,-122.302505
36860  ,15th Ave NE & NE 45th St                                        ,47.6614876,-122.311882
36890  ,15th Ave NE & NE 52nd St                                        ,47.6666069,-122.311813
36910  ,15th Ave NE & NE Ravenna Blvd                                   ,47.6704559,-122.311798
36930  ,NE 65th St & 15th Ave NE                                        ,47.6758537,-122.312538
36940  ,NE 65th St & 12th Ave NE                                        ,47.6758804,-122.315536
36950  ,NE 65th St & Roosevelt Way NE                                   ,47.6758995,-122.317726
36960  ,NE 65th St & Oswego Pl NE                                       ,47.67593  ,-122.321152
36961  ,East Green Lake Dr N & 4th Ave NE                               ,47.6813583,-122.326881
36990  ,East Green Lake Dr N & Sunnyside Ave N                          ,47.6827507,-122.32991
3700   ,12th Ave S & S Jackson St                                       ,47.5987816,-122.317329
37010  ,East Green Lake Dr N & Orin Ct N                                ,47.6839371,-122.334435
37020  ,East Green Lake Dr N & Wallingford Ave N                        ,47.6856461,-122.336632
37040  ,NW 85th St & 3rd Ave NW                                         ,47.6906891,-122.360275
37060  ,NW 85th St & 8th Ave NW                                         ,47.6907234,-122.366653
37074  ,NW 85th St & 12th Ave NW                                        ,47.6907005,-122.371902
37078  ,NW 85th St & 22nd Ave NW                                        ,47.6906509,-122.38472
37080  ,NW 85th St & Mary Ave NW                                        ,47.6906853,-122.375343
37081  ,NW 85th St & 15th Ave NW                                        ,47.6906776,-122.377159
37083  ,NW 85th St & 19th Ave NW                                        ,47.6906586,-122.381462
37086  ,NW 85th St & 24th Ave NW                                        ,47.6906471,-122.38797
37087  ,NW 85th St & 27th Ave NW                                        ,47.6906395,-122.390862
37088  ,NW 85th St & 28th Ave NW                                        ,47.6906395,-122.393379
37089  ,NW 85th St & 30th Ave NW                                        ,47.6906395,-122.396301
37090  ,SW Atlantic St & 44th Ave SW                                    ,47.590538 ,-122.386971
3710   ,12th Ave S & S Weller St                                        ,47.5973053,-122.317329
37100  ,California Ave SW & SW Seattle St                               ,47.589077 ,-122.386345
37110  ,California Ave SW & SW Massachusetts St                         ,47.5877953,-122.386383
37120  ,California Ave SW & SW Holgate St                               ,47.5865211,-122.386436
37130  ,California Ave SW & SW Hill St                                  ,47.5854492,-122.386475
37140  ,California Ave SW & SW Walker St                                ,47.5837555,-122.386543
